1.000000000000000000e+03,-6.600242349023136512e+01
1.001000000000000000e+03,4.514065044011545638e+02
1.002000000000000000e+03,-4.616764170602990021e+02
1.003000000000000000e+03,4.050120875372445539e+01
1.004000000000000000e+03,-1.267447224540384241e+02
1.005000000000000000e+03,-3.425345518192524423e+02
1.006000000000000000e+03,-3.965555421135890128e+02
1.007000000000000000e+03,3.355412790790876443e+02
1.008000000000000000e+03,-9.951242087062431096e+01
1.009000000000000000e+03,3.048125398062759928e+02
1.010000000000000000e+03,6.889453048978597849e+01
1.011000000000000000e+03,4.123691954559082546e+02
1.012000000000000000e+03,5.494237102476810719e+01
1.013000000000000000e+03,-1.700555075477996780e+01
1.014000000000000000e+03,-5.978499575722619284e+02
1.015000000000000000e+03,4.435022887864154200e+02
1.016000000000000000e+03,1.447744869780432566e+02
1.017000000000000000e+03,-5.741116367253776787e+01
1.018000000000000000e+03,1.343878275774628719e+02
1.019000000000000000e+03,-1.089837759891091622e+02
1.020000000000000000e+03,1.538248284250676932e+02
1.021000000000000000e+03,6.117359836022038735e+02
1.022000000000000000e+03,5.883896503384232801e+02
1.023000000000000000e+03,-1.310167999580199023e+02
1.024000000000000000e+03,-6.113562114122922253e+01
1.025000000000000000e+03,-3.742484953169732194e+02
1.026000000000000000e+03,7.415799307965494336e+01
1.027000000000000000e+03,1.374383787361041414e+02
1.028000000000000000e+03,4.200866117967909190e+02
1.029000000000000000e+03,1.967656257134445639e+02
1.030000000000000000e+03,2.684428498005331676e+02
1.031000000000000000e+03,6.384749102511102592e+02
1.032000000000000000e+03,1.273787313869182611e+02
1.033000000000000000e+03,1.349118758400354778e+00
1.034000000000000000e+03,2.271045317740686897e+01
1.035000000000000000e+03,3.422395345225658616e+02
1.036000000000000000e+03,3.077039669741724310e+02
1.037000000000000000e+03,3.481382087009413340e+02
1.038000000000000000e+03,-1.686528613073540726e+02
1.039000000000000000e+03,-2.022113090461782292e+01
1.040000000000000000e+03,-5.517499275731111084e+02
1.041000000000000000e+03,-4.299718040667424930e+02
1.042000000000000000e+03,2.618919587067433667e+02
1.043000000000000000e+03,3.898204261292212323e+02
1.044000000000000000e+03,-9.616562227356625669e+01
1.045000000000000000e+03,-2.107108012563262491e+02
1.046000000000000000e+03,2.788818687840130224e+02
1.047000000000000000e+03,-4.274533010310498753e+02
1.048000000000000000e+03,-1.729032529175690627e+02
1.049000000000000000e+03,4.672643783557850838e+02
1.050000000000000000e+03,-6.315587355874404238e+02
1.051000000000000000e+03,-3.555316593381784287e+02
1.052000000000000000e+03,1.431732755386040594e+02
1.053000000000000000e+03,6.919920259894142589e+01
1.054000000000000000e+03,2.755882739767271232e+02
1.055000000000000000e+03,-2.631886122041041745e+02
1.056000000000000000e+03,1.674983072324119462e+02
1.057000000000000000e+03,1.045778958901418889e+02
1.058000000000000000e+03,2.300700866100776238e+02
1.059000000000000000e+03,2.098802664457657130e+01
1.060000000000000000e+03,-4.822581262502225741e+00
1.061000000000000000e+03,-2.019229408106377264e+02
1.062000000000000000e+03,5.600639265657712258e+02
1.063000000000000000e+03,5.528847625244882380e+01
1.064000000000000000e+03,6.713015746918351851e+02
1.065000000000000000e+03,-4.937487382852291375e+02
1.066000000000000000e+03,-2.793530367325921588e+02
1.067000000000000000e+03,-5.371252761314691782e+01
1.068000000000000000e+03,3.796981955009764533e+02
1.069000000000000000e+03,3.150714108579837784e+02
1.070000000000000000e+03,1.691300173261424789e+02
1.071000000000000000e+03,-2.715993032690111590e+02
1.072000000000000000e+03,7.838022226750354093e+02
1.073000000000000000e+03,4.457731151554844473e+01
1.074000000000000000e+03,5.740678005457877475e+01
1.075000000000000000e+03,-1.610782741430686258e+02
1.076000000000000000e+03,-2.206695784788581136e+02
1.077000000000000000e+03,2.232412944292911163e+02
1.078000000000000000e+03,3.526655955437563534e+02
1.079000000000000000e+03,1.316329136626623608e+01
1.080000000000000000e+03,-4.619941469857308221e+02
1.081000000000000000e+03,3.053721466914237226e+02
1.082000000000000000e+03,-2.305965617386109159e+02
1.083000000000000000e+03,3.590744432425447599e+02
1.084000000000000000e+03,-4.302605633759219472e+02
1.085000000000000000e+03,-1.155488220554640861e+02
1.086000000000000000e+03,-8.896006387867413423e+01
1.087000000000000000e+03,-4.882901898080434648e+02
1.088000000000000000e+03,-1.393503385471359195e+02
1.089000000000000000e+03,5.733880810852610921e+01
1.090000000000000000e+03,-1.903362427216649735e+02
1.091000000000000000e+03,-6.508092914824345598e+00
1.092000000000000000e+03,1.892910777470187043e+02
1.093000000000000000e+03,3.466036781856564630e+02
1.094000000000000000e+03,8.716273206485924447e+02
1.095000000000000000e+03,-1.470135373865390420e+02
1.096000000000000000e+03,4.434899377794318411e+02
1.097000000000000000e+03,-3.049843297443818813e+01
1.098000000000000000e+03,1.854634575344592804e+02
1.099000000000000000e+03,-1.199171715173279154e+02
1.100000000000000000e+03,4.357523800180902640e+01
1.101000000000000000e+03,5.831857155224410860e+01
1.102000000000000000e+03,-1.971524682983987304e+02
1.103000000000000000e+03,-7.047160678841224524e+01
1.104000000000000000e+03,-3.428460532886673491e+02
1.105000000000000000e+03,-2.923358987371703677e+01
1.106000000000000000e+03,4.952292929610393912e+01
1.107000000000000000e+03,-1.624614413791229595e+01
1.108000000000000000e+03,3.377506926160782541e+01
1.109000000000000000e+03,-6.888307748324093893e+01
1.110000000000000000e+03,2.586339949369617841e+01
1.111000000000000000e+03,-6.173142842716972609e+02
1.112000000000000000e+03,-1.859044130119497424e+02
1.113000000000000000e+03,3.237831061093877452e+02
1.114000000000000000e+03,-3.566219572212694544e+01
1.115000000000000000e+03,-7.335297711613853835e+02
1.116000000000000000e+03,-2.407385626473606521e+02
1.117000000000000000e+03,-3.819731466242498072e+02
1.118000000000000000e+03,7.531994462169495819e+01
1.119000000000000000e+03,3.661032645911696193e+01
1.120000000000000000e+03,-2.875627022502358443e+01
1.121000000000000000e+03,-4.811606279685899494e+02
1.122000000000000000e+03,4.088502304229902506e+02
1.123000000000000000e+03,-7.650217471991646789e+02
1.124000000000000000e+03,1.780726965163713942e+02
1.125000000000000000e+03,-7.649879385671802368e+00
1.126000000000000000e+03,1.347968462337587994e+02
1.127000000000000000e+03,-4.774585142128702273e+02
1.128000000000000000e+03,-2.487062530132368465e+02
1.129000000000000000e+03,-3.618846572238650197e+02
1.130000000000000000e+03,-1.875561174855452862e+01
1.131000000000000000e+03,7.795604374434674355e+00
1.132000000000000000e+03,-1.091059897253849158e+02
1.133000000000000000e+03,-6.307374524219505929e+01
1.134000000000000000e+03,5.918231837349167108e+02
